seatid	keypadid	Xcolumn	Yrow	Xpx	Ypx	section	group   type(null,president,...)    active(yes,no,abs|true,false,block)
46	0	9	2	481	576	central	0	null	yes
47	0	10	2	512	576	central	0	null	yes
48	0	11	2	541	576	central	0	null	yes
49	0	12	2	570	576	central	0	null	yes
50	0	13	2	602	576	central	0	null	yes
51	0	14	2	632	576	central	0	null	yes
52	0	15	2	661	576	central	0	null	yes
53	0	16	2	692	576	central	0	null	yes
54	0	17	2	721	576	central	0	null	yes
55	0	18	2	751	576	central	0	null	yes
56	0	19	2	781	576	central	0	null	yes
57	0	20	2	810	576	central	0	null	yes
139	0	21	2	932	507	right	0	null	yes
140	0	22	2	932	477	right	0	null	yes
141	0	23	2	932	447	right	0	null	yes
142	0	24	2	932	418	right	0	null	yes
143	0	25	2	932	387	right	0	null	yes
178	0	26	2	89	300	left	0	null	yes
177	0	27	2	89	328	left	0	null	yes
176	0	28	2	89	359	left	0	null	yes
175	0	29	2	89	387	left	0	null	yes
156	0	30	2	147	477	left	0	null	yes
79	0	0	3	213	635	central	0	null	yes
59	0	1	3	243	605	central	0	null	yes
60	0	2	3	273	605	central	0	null	yes
61	0	3	3	302	605	central	0	null	yes
62	0	4	3	333	605	central	0	null	yes
63	0	5	3	363	605	central	0	null	yes
64	0	6	3	493	605	central	0	null	yes
65	0	7	3	423	605	central	0	null	yes
66	0	8	3	453	605	central	0	null	yes
67	0	9	3	481	605	central	0	null	yes
68	0	10	3	512	605	central	0	null	yes
69	0	11	3	541	605	central	0	null	yes
70	0	12	3	570	605	central	0	null	yes
71	0	13	3	602	605	central	0	null	yes
72	0	14	3	632	605	central	0	null	yes
73	0	15	3	661	605	central	0	null	yes
74	0	16	3	692	605	central	0	null	yes
75	0	17	3	721	605	central	0	null	yes
76	0	18	3	751	605	central	0	null	yes
77	0	19	3	781	605	central	0	null	yes
78	0	20	3	810	605	central	0	null	yes
147	0	21	3	962	507	right	0	null	yes
148	0	22	3	962	477	right	0	null	yes
136	0	23	3	902	359	right	0	null	yes
137	0	24	3	902	328	right	0	null	yes
138	0	25	3	902	300	right	0	null	yes
186	0	26	3	59	300	left	0	null	yes
185	0	27	3	59	328	left	0	null	yes
184	0	28	3	59	359	left	0	null	yes
183	0	29	3	59	387	left	0	null	yes
164	0	30	3	119	477	left	0	null	yes
101	0	0	4	213	665	central	0	null	yes
80	0	1	4	243	635	central	0	null	yes
81	0	2	4	273	635	central	0	null	yes
82	0	3	4	302	635	central	0	null	yes
83	0	4	4	333	635	central	0	null	yes
84	0	5	4	363	635	central	0	null	yes
85	0	6	4	493	635	central	0	null	yes
86	0	7	4	423	635	central	0	null	yes
87	0	8	4	453	635	central	0	null	yes
88	0	9	4	481	635	central	0	null	yes
89	0	10	4	512	635	central	0	null	yes
90	0	11	4	541	635	central	0	null	yes
91	0	12	4	570	635	central	0	null	yes
92	0	13	4	602	635	central	0	null	yes
93	0	14	4	632	635	central	0	null	yes
94	0	15	4	661	635	central	0	null	yes
95	0	16	4	692	635	central	0	null	yes
96	0	17	4	721	635	central	0	null	yes
97	0	18	4	751	635	central	0	null	yes
98	0	19	4	781	635	central	0	null	yes
99	0	20	4	810	635	central	0	null	yes
149	0	21	4	962	447	right	0	null	yes
150	0	22	4	962	418	right	0	null	yes
144	0	23	4	932	359	right	0	null	yes
145	0	24	4	932	328	right	0	null	yes
146	0	25	4	932	300	right	0	null	yes
174	0	26	4	89	418	left	0	null	yes
173	0	27	4	89	447	left	0	null	yes
172	0	28	4	89	477	left	0	null	yes
171	0	29	4	89	507	left	0	null	yes
155	0	30	4	147	507	left	0	null	yes
100	0	0	5	182	665	central	0	null	yes
102	0	1	5	243	665	central	0	null	yes
103	0	2	5	273	665	central	0	null	yes
104	0	3	5	302	665	central	0	null	yes
105	0	4	5	333	665	central	0	null	yes
106	0	5	5	363	665	central	0	null	yes
107	0	6	5	493	665	central	0	null	yes
108	0	7	5	423	665	central	0	null	yes
109	0	8	5	453	665	central	0	null	yes
110	0	9	5	481	665	central	0	null	yes
111	0	10	5	512	665	central	0	null	yes
112	0	11	5	541	665	central	0	null	yes
113	0	12	5	570	665	central	0	null	yes
114	0	13	5	602	665	central	0	null	yes
115	0	14	5	632	665	central	0	null	yes
116	0	15	5	661	665	central	0	null	yes
117	0	16	5	692	665	central	0	null	yes
118	0	17	5	721	665	central	0	null	yes
119	0	18	5	751	665	central	0	null	yes
120	0	19	5	781	665	central	0	null	yes
121	0	20	5	810	665	central	0	null	yes
122	0	21	5	840	665	central	0	null	yes
151	0	22	5	962	387	right	0	null	yes
152	0	23	5	962	359	right	0	null	yes
153	0	24	5	962	328	right	0	null	yes
154	0	25	5	962	300	right	0	null	yes
182	0	26	5	59	418	left	0	null	yes
181	0	27	5	59	447	left	0	null	yes
180	0	28	5	59	477	left	0	null	yes
179	0	29	5	59	507	left	0	null	yes
163	0	30	5	119	507	left	0	null	yes
